date,1-7_a,10-15_a,10-4_a,10-5_a,10-6_a,11-12_a,11-13_a,11-7_a,12-14_a,13-12_a,13-14_a,14-15_a,14-9_a,15-10-1_a,15-10-2_a,15-16_a,15-17_a,15-6_a,16-15_a,17-16_a,17-18_a,19-18_a,2-3_a,20-15_a,20-17-1_a,20-17-2_a,20-19_a,21-11_a,21-13_a,21-14_a,21-15_a,21-20_a,23-21_a,23-22_a,24-23_a,5-6_a,6-5-1_a,6-5-2_a,7-2_a,7-8_a,8-2_a,8-9_a,9-10_a,9-3_a,sea_a
2015/12/23,71654000,-145420000,-111759000,16049000,-36840000,65450000,313870000,-138776600,-178970000,-266220000,-76430000,-798900000,46100000,-171700000,-275940000,-88000,23700000,-80293600,4233000,-26763000,-103584000,26514000,273000,96150000,-40003000,-147610000,-69840000,206920000,-669700000,-523500000,310700000,-231287000,-967575000,-7557220,-991366000,-24508000,-93611000,-4007000,-11052070,-22871500,-18169000,30283000,148800000,-50955000,-1025112000
2015/12/24,46815800,-181350000,-96722000,26809000,-39629000,-57870000,426840000,-120886900,-281930000,-251310000,-132540000,-920300000,63210000,-179160000,-301800000,12818000,222870000,-85282900,23224000,-29639000,-119011000,50382000,5958000,34410000,-52622000,-359190000,-32484000,205220000,-827400000,-475740000,677400000,-498046000,-995442000,-12241230,-1033465000,-20425000,-101067000,-4429000,-5753830,-29806800,-7008000,22659000,164600000,-50699000,-1082009000
2015/12/25,24375000,-184230000,-70237000,32333000,-33736000,48850000,300120000,-76720000,-219300000,-291980000,-72870000,-929000000,107690000,-172240000,-308950000,-20624000,186030000,-62777000,14064000,6985000,-117940000,65608000,12213000,60950000,-51613000,-283460000,6375000,231460000,-682400000,-561890000,624300000,-343576100,-803430000,-5908180,-833660000,-6644000,-79931000,316000,-1401880,-21121000,5221000,18544000,200490000,-46700000,-884410000
2015/12/26,13179800,-186840000,-46882000,39498000,-28769000,43750000,604980000,-48170000,-247230000,-306880000,-46650000,-828000000,169630000,-162180000,-304910000,-4235000,201040000,-44627000,17178000,3329000,-118480000,85899000,15871000,71020000,-44017900,-298390000,47629000,568880000,-973200000,-391000000,583500000,-282440900,-551340000,-3411270,-577450000,5226000,-62357000,6334000,112760,-15116000,13760000,-1376000,224920000,-36773000,-617010000
2015/12/27,3788300,-177780000,-23707000,41525000,-20327000,274910000,616290000,-3385000,-178900000,-460060000,-22430000,-837500000,220380000,-152310000,-286510000,2426000,273210000,-29424000,19329000,9904000,-113599000,105470000,19149000,76300000,-30618700,-354500000,95458000,873150000,-1105400000,-426800000,715800000,-234746000,-202930000,-1385000,-217270000,14401000,-43339000,11536000,1570710,6551000,17601000,-3673000,251430000,-27701000,-240000000
2015/12/28,-1544500,-156900000,-11306000,28708000,-17368000,81070000,191500000,-1915000,-172350000,-252250000,-47470000,-711200000,239310000,-122210000,-257580000,83300000,280280000,-4165000,32105000,-49645000,-89608000,93715000,17724000,-57020000,-17266100,-399460000,99492000,273100000,-489800000,-249800000,875400000,-368372000,45800000,132500,44490000,18646000,-18722000,14166000,166720,-5833000,18285000,-30503000,224930000,-18948000,45300000
2015/12/29,-6395500,-122390000,-2285000,26135000,-10821000,66130000,174780000,3524000,-189860000,-249620000,-134680000,-611800000,269300000,-103500000,-224720000,78170000,247900000,5275000,28497000,-42549000,-68470000,81400000,14863000,-1830000,-1496100,-346620000,97643000,258600000,-553300000,-6900000,723000000,-228398000,218580000,1171500,225970000,22406000,-5093000,15790000,-855790,-11474000,17353000,-44000000,227530000,-11592000,242170000
2015/12/30,-11028800,-88670000,6568000,22849000,-3783000,133510000,117250000,17790000,-111700000,-234440000,-152100000,-441200000,264740000,-80670000,-179300000,58395000,147410000,16336000,19181000,-27477000,-39480000,61040000,12717000,13450000,18183900,-215320000,87190000,290200000,-494900000,104600000,478400000,-59870000,357290000,2163600,370200000,26692000,10451000,17453000,-604440,-7109000,16496000,-45475000,210110000,-4654000,396150000
2015/12/31,-21582700,-67530000,17654000,23668000,5006000,219860000,81910000,45055000,-51190000,-254450000,-77400000,-306000000,264160000,-55360000,-143500000,43791000,161250000,25159000,12735000,-12607000,-8150000,44360000,12268000,4710000,40020900,-195920000,85976000,376600000,-401100000,110500000,413200000,-13240000,538270000,3720530,557170000,31382000,23716000,17973000,664200,1047000,18169000,-46770000,195800000,2744000,589960000
2016/1/1,-29429850,-68250000,13357000,27628000,10710000,181450000,-145680000,43854000,-31570000,-196220000,-107980000,-84700000,235430000,-36840000,-124460000,75467000,201940000,15135000,7646000,-46068000,25500000,17780000,8297000,-980000,58011000,-253830000,69720000,107600000,-147200000,312100000,301200000,-72960000,549230000,4724160,568950000,28620000,17790000,13885000,690210,-9245000,16659000,-52285000,161350000,4697000,598580000
2016/1/2,-32345450,-56380000,10766000,31126000,11988000,146570000,-90110000,46495000,-74810000,-206380000,-140620000,-34700000,210090000,-28940000,-100560000,70401000,211680000,7078000,-6337000,-55488000,45060000,-2730000,5700000,19020000,60308000,-259750000,48900000,126600000,-247300000,409300000,257800000,-82250000,505871000,5526470,525759000,26306000,10457000,12702000,2282190,-9415000,16226000,-48174000,140980000,6296000,553051000
2016/1/3,-28237800,-38070000,5941000,33664000,10058000,125780000,167040000,28393000,-139250000,-252400000,-81010000,-115000000,212910000,-34060000,-84930000,24964000,172650000,-341000,-17847000,-24720000,47810000,-13830000,3301000,7680000,53328000,-184880000,27380000,340700000,-491900000,333600000,258100000,-56520000,419096000,5039300,437356000,22390000,999000,11723000,1879450,-19439000,14025000,-52190000,142430000,5913000,460615000
2016/1/4,-19713000,-43170000,-3267000,30337000,7952000,146390000,150600000,12131000,-133450000,-271720000,-26690000,-108900000,191200000,-38640000,-94370000,22016000,145690000,-9188000,-24520000,-34926000,40620000,-15300000,3806000,5140000,45593000,-173290000,15880000,322200000,-444100000,252200000,207600000,-79400000,280135600,3057140,292757700,16166000,-7726000,9818000,1216300,-20765000,11904000,-45460000,132530000,4737000,307421000
2016/1/5,-5071200,-62990000,-20937000,26176000,4268000,150410000,67690000,-20928000,-150450000,-298380000,-73060000,-175800000,153580000,-51810000,-130260000,2661000,121630000,-23493000,-30115000,-29093000,20143000,-12940000,-3464000,17830000,36207000,-163280000,-4980000,201400000,-437600000,204430000,172700000,-105110000,41305700,1228000,48263300,9092000,-19948000,7047000,-1755900,-27491000,272000,-30407000,130590000,-9755000,53941000
2016/1/6,16544800,-85280000,-48081000,23241000,-1493000,159630000,-35060000,-61956000,-163570000,-328100000,-105310000,-277500000,120990000,-74540000,-179550000,-16765000,96550000,-43947000,-35047000,-24800000,-9883000,-6520000,-7609000,41540000,23595000,-163010000,-26620000,54600000,-401000000,106550000,131400000,-140730000,-262685300,-1075800,-263741000,446000,-38329000,2814000,-5928850,-30936000,-10129000,-11267000,137490000,-22721000,-267831300
2016/1/7,38911700,-112110000,-77205000,19392000,-11655000,58840000,140350000,-100729000,-202810000,-272260000,-248810000,-426700000,102840000,-104300000,-226210000,-34714000,83830000,-61035000,-37769000,-17534000,-51570000,12030000,-6419000,53580000,2743000,-171660000,-38400000,82100000,-667600000,115280000,166600000,-186730000,-518419000,-3172710,-527425000,-9388000,-58800000,-952000,-8883540,-36370000,-14194000,-4341000,138490000,-29418000,-541965700
2016/1/8,38698500,-137380000,-87938000,23734000,-21715000,34610000,301280000,-105777000,-245960000,-297620000,-313460000,-627300000,107320000,-141900000,-256720000,-58035000,101750000,-72337000,-36403000,-5027000,-86860000,37840000,-3158000,53730000,-18057000,-201680000,-23940000,203800000,-923000000,18830000,297400000,-247310000,-698474000,-8173240,-720740000,-13805000,-75430000,-2489000,-7193900,-35015000,-10392000,1959000,159200000,-33233000,-749601000
2016/1/9,31034700,-165570000,-81470000,34773000,-26521000,-33660000,392430000,-100372000,-277130000,-264800000,-313590000,-749600000,120910000,-162950000,-290600000,-62346000,113640000,-81933000,-38411000,-3522000,-121250000,68630000,-1000,57560000,-40546000,-231750000,8430000,223400000,-985700000,-64970000,382000000,-274220000,-781510000,-6428000,-807760000,-12930000,-88584000,-4555000,-4765900,-34759000,-6748000,11252000,193210000,-37378000,-847530000
2016/1/10,19098400,-183220000,-63610000,43011000,-24903000,15480000,641860000,-83721000,-313140000,-349700000,-293350000,-868200000,165340000,-168320000,-309640000,-45492000,186630000,-70085000,-33141000,-10972000,-148960000,107450000,4891000,47010000,-55511000,-323370000,59720000,535200000,-1301000000,-127140000,597800000,-339690000,-702500000,-4996350,-732890000,-3198000,-79586000,-152000,-3241100,-35330000,2342000,1053000,226740000,-35667000,-778190000
2016/1/11,9982300,-199250000,-40750000,46677000,-21859000,-156690000,255050000,-59899000,-386890000,-243300000,-311920000,-817000000,238550000,-162150000,-334970000,3044000,254730000,-51666000,-19757000,-37658000,-170920000,144990000,10314000,1810000,-63419000,-421420000,113850000,10200000,-823000000,97980000,719000000,-419020000,-462980000,-2524600,-484750000,7908000,-62863000,6870000,-1881700,-31152000,11075000,-19645000,265530000,-29514000,-522230000
2016/1/12,2576100,-207950000,-19620000,46810000,-17044000,-74380000,716880000,-32924000,-326850000,-256900000,-280530000,-857800000,299470000,-151290000,-337610000,-6246000,380620000,-33302000,-5719000,-4114000,-180000000,175760000,14948000,-24500000,-62537000,-507220000,170880000,598800000,-1258600000,41260000,940300000,-437140000,-133070000,-980100,-145020000,16976000,-43850000,12610000,-1710400,-23002000,17064000,-37306000,286230000,-19897000,-162660000
2016/1/13,-4259100,-192400000,-6810000,47660000,-12321000,-48270000,569480000,1161000,-305280000,-253600000,-191030000,-575300000,308730000,-135800000,-302480000,73490000,299720000,-21103000,-6139000,-75751900,-176520000,184810000,17253000,-76550000,-57505500,-488250000,195760000,530600000,-1011000000,235770000,771400000,-412860000,127450000,505800,129350000,22758000,-30840000,16333000,-507400,-8848000,18895000,-39187000,279670000,-16249000,135220000
2016/1/14,-10409900,-170940000,5880000,47190000,-6384000,-77010000,435770000,15879000,-318920000,-232000000,-159150000,-621900000,369850000,-128620000,-297210000,66919000,335860000,-7335000,-4016000,-59812600,-163810000,182250000,17015000,-69390000,-48373800,-495230000,205130000,396300000,-818100000,242770000,854600000,-372970000,341630000,1918300,354130000,29333000,-14040000,19410000,-494300,-8194000,20384000,-50209000,314590000,-8655000,380790000
2016/1/15,-22744500,-144950000,22060000,45330000,3429000,-40030000,394270000,41563000,-290480000,-231700000,-209360000,-587700000,392720000,-107790000,-251620000,23963000,365100000,11839000,-4482000,-8104700,-134740000,175810000,15801000,-10380000,-24152800,-453810000,224150000,430700000,-819400000,332350000,819500000,-203200000,621600000,3907350,643040000,37478000,10300000,20829000,88700,-5857000,22443000,-62432000,306560000,1810000,683210000
2016/1/16,-44083770,-118690000,32250000,44880000,9413000,52110000,495800000,78268000,-226740000,-254400000,-151350000,-552500000,395580000,-91340000,-209570000,23674000,365900000,23664000,-2952000,4513100,-97010000,158630000,13811000,7850000,1123700,-421260000,232760000,667700000,-885300000,253210000,813500000,-102470000,820070000,6783500,849170000,40986000,23190000,17661000,2437600,-2088000,25593000,-66656000,293090000,10840000,896540000
2016/1/17,-54648530,-97890000,33310000,43890000,11201000,68840000,211000000,82900000,-195670000,-239100000,-155610000,-434700000,388460000,-75530000,-183720000,28270000,352340000,28353000,2109000,9559400,-61710000,134700000,11869000,-12180000,15310300,-381640000,223290000,401900000,-589200000,336340000,725600000,-72680000,873194000,9658900,906786000,42869000,27150000,18349000,4721100,-11453000,29817000,-78114000,272800000,13607000,953624000
2016/1/18,-47016700,-89300000,28530000,42170000,9458000,84970000,267500000,74752000,-190370000,-254500000,-96040000,-387100000,358700000,-61860000,-182450000,31931000,290350000,20767000,10364000,8738020,-49510000,106810000,14281000,-6460000,8355300,-309310000,175790000,460300000,-605400000,283780000,599000000,-64420000,731625600,8271950,761247000,37721000,16790000,18511000,5751800,-7308000,30577000,-69820000,255090000,12750000,797086000
2016/1/19,-14683000,-93080000,-4990000,31060000,822000,138100000,176600000,6944000,-161670000,-292800000,-74580000,-392100000,249380000,-77240000,-192320000,13626000,169160000,-9095000,2957000,-553800,-60170000,80820000,5000000,29480000,-7243700,-212520000,105980000,333000000,-539600000,101640000,365600000,-59920000,217333400,2825100,232206000,17710000,-11780000,11030000,860600,-18332000,11402000,-39410000,209910000,-7324000,245785000
2016/1/20,23900000,-120630000,-70800000,25210000,-13116000,70930000,179900000,-82275000,-192970000,-273700000,-214080000,-546500000,123330000,-119410000,-238620000,-31017000,69510000,-52798000,-16634000,177990,-95410000,67380000,-12578000,45400000,-28955689,-151000000,34290000,154000000,-673200000,-28030000,251900000,-130680000,-454397000,-3156100,-459034000,-3076000,-52520000,2357000,-7940100,-36275000,-18262000,120000,168210000,-34439000,-468568100
2016/1/21,64457100,-161310000,-105130000,23980000,-26228000,29970000,322600000,-133213000,-223540000,-271600000,-235920000,-715100000,65850000,-156700000,-282620000,-57177000,39540000,-83818000,-23162000,10256099,-138330000,72280000,-9441000,66130000,-54869011,-140300000,-12930000,190700000,-840300000,-210600000,269800000,-199900000,-837186000,-5322500,-853680000,-20182000,-88110000,-6225000,-11717400,-27559000,-24628000,27260000,153340000,-42298000,-879209900
2016/1/22,52879300,-191770000,-103520000,25100000,-33392000,32330000,336000000,-126489000,-249460000,-306100000,-269140000,-776800000,74580000,-170280000,-320440000,-45538000,51660000,-88889000,-17257000,-9044179,-162000000,93520000,-3119000,72820000,-71627800,-187600000,8420000,203600000,-926100000,-212740000,307300000,-258270000,-955160000,-10862600,-987145000,-22009000,-97480000,-5576000,-8330200,-29978000,-15603000,23850000,164490000,-42158000,-1029327000
2016/1/23,30656800,-190620000,-79480000,36520000,-32126000,-101180000,251700000,-103701000,-342530000,-266000000,-214710000,-954400000,138640000,-177130000,-335200000,-13754000,166570000,-79729000,-6515000,-23528030,-173280000,116850000,2725000,21400000,-79907000,-322500000,53390000,6200000,-749300000,-291060000,655900000,-405230000,-855500000,-7627840,-887620000,-11441000,-91760000,-3236000,-4363400,-35967000,-4340000,13980000,221460000,-41175000,-934350000
2016/1/24,14564200,-201240000,-53510000,40180000,-25839000,-81690000,515400000,-68634000,-341570000,-276800000,-263200000,-831500000,190530000,-165170000,-328800000,11438000,199310000,-53243000,4288000,-25906100,-173820000,138670000,8579000,23980000,-77087000,-348800000,97920000,333400000,-1069800000,-61610000,640500000,-361470000,-575000000,-3542860,-599950000,2626000,-66310000,3807000,-2456800,-31132000,7392000,-8620000,235120000,-33172000,-642390000
2016/1/25,6504300,-184210000,-32250000,42940000,-19457000,-63800000,293300000,-48193000,-282670000,-227500000,-177700000,-783100000,227990000,-147260000,-291500000,1728000,180890000,-39055000,3440000,-7912300,-160430000,145200000,10314000,34270000,-65219000,-297400000,127440000,162700000,-706300000,-109670000,618900000,-232140000,-298080000,-1783400,-314240000,11007000,-50230000,8487000,-2058300,-28755000,11800000,-27530000,235470000,-24432000,-338270000
2016/1/26,728500,-165110000,-18550000,40150000,-15097000,104530000,22900000,-13595000,-252250000,-358400000,-43170000,-623900000,259400000,-136370000,-279000000,19736000,237350000,-24760000,1588000,-19867000,-147470000,146810000,11861000,41770000,-52028000,-353900000,146240000,109600000,-426100000,-71800000,560000000,-222080000,-56400000,-476000,-62320000,16150000,-34750000,11591000,-816800,-10131000,12982000,-22910000,255270000,-17580000,-70410000
2016/1/27,-3462000,-150920000,-10090000,35770000,-11217000,87520000,160500000,-7542000,-179370000,-263700000,-79980000,-652100000,274770000,-119730000,-256300000,-235000,341780000,-12660000,5343000,9137900,-128690000,135620000,10925000,7980000,-39552000,-416200000,144490000,247700000,-501300000,-112660000,749000000,-291340000,104330000,549400,106790000,19544000,-20720000,13096000,-1530000,-14405000,13564000,-37360000,244030000,-11750000,114440000
2016/1/28,-7114800,-113850000,-3670000,32010000,-6204000,118500000,281200000,3862000,-144340000,-256100000,13460000,-489000000,279770000,-103700000,-218200000,25431000,247290000,-3520000,1061000,-17066100,-107080000,120110000,9074000,18340000,-24711000,-335900000,136120000,417800000,-518300000,-67290000,542900000,-182970000,217150000,1301800,224770000,22482000,-8380000,14379000,-1381900,-11585000,12482000,-38820000,238470000,-6530000,242120000
2016/1/29,-11784200,-88880000,4060000,27770000,754000,132190000,155000000,9536000,-156470000,-277900000,-167650000,-415900000,293400000,-84650000,-191200000,13916000,200270000,7440000,-1814000,-3923400,-77380000,99910000,7043000,8860000,-4663000,-259700000,126420000,317400000,-592200000,218100000,461600000,-93660000,347960000,2284870,360570000,26291000,6930000,15466000,-1537300,-14814000,12169000,-48140000,232300000,-230000,384480000
2016/1/30,-19477900,-77660000,8260000,28050000,8997000,143980000,44500000,22173000,-123410000,-253200000,-84880000,-265500000,288900000,-60420000,-174800000,22803000,190400000,7670000,-4205000,-11050400,-49110000,80660000,5068000,21710000,12366000,-240700000,116700000,235600000,-372000000,251030000,332400000,-46090000,444370000,3332590,460740000,27270000,12710000,14150000,-1044100,-15033000,11934000,-51110000,217800000,4630000,488180000
2016/1/31,-27607067,-72160000,10990000,31260000,15658000,195340000,-137600000,37218000,-84610000,-265100000,560000,-197600000,268200000,-41220000,-156000000,29522000,188400000,2560000,-5316000,-14855000,-23530000,63040000,3781000,22380000,23945000,-227000000,110920000,119500000,-116900000,174120000,296900000,-21320000,496790000,4740760,515590000,26650000,12030000,11609000,342900,-11304000,12185000,-47170000,197600000,8070000,544120000
2016/2/1,-32608633,-66770000,12820000,33680000,15968000,148490000,-43100000,44603000,-96320000,-229900000,46400000,-150400000,234800000,-31500000,-128600000,37015000,148580000,160000,-7977000,-24037000,-10420000,52410000,-586000,840000,22062000,-182900000,103780000,173200000,-130800000,152460000,269400000,-8040000,497260000,5598240,517010000,26047000,8390000,11752000,2121000,-11122000,10329000,-43550000,169600000,7510000,543630000
2016/2/2,-30167700,-62990000,10820000,34440000,13627000,120700000,99400000,40783000,-95080000,-202300000,53520000,-123100000,213100000,-25570000,-116400000,27384000,127290000,-590000,-11723000,-19739000,-8590000,45900000,-1389000,-10620000,15199000,-151300000,90870000,281800000,-239400000,148090000,238300000,-12930000,453090000,5189660,472030000,23577000,3660000,12063000,2803700,-10915000,9489000,-40600000,150400000,8780000,495780000
2016/2/3,-19571800,-65190000,-1570000,28640000,8944000,130150000,124800000,18970000,-97660000,-219400000,57940000,-140000000,181100000,-33670000,-124200000,17293000,94980000,-10020000,-16630000,-21992000,-15370000,40260000,-3155000,1230000,8190000,-128300000,70920000,287200000,-280900000,90880000,175700000,-20350000,274145000,3211980,287509000,15411000,-6950000,8848000,1504400,-14322000,4736000,-32020000,136600000,3810000,302220000
2016/2/4,-32100,-79910000,-27290000,24940000,4244000,198610000,-194900000,-27862000,-91190000,-290000000,11710000,-226400000,139800000,-55530000,-165900000,7036000,52600000,-29500000,-20588000,-27952000,-34210000,34760000,-11923000,27010000,510000,-115600000,35830000,-23900000,-83400000,-7290000,107900000,-51570000,-59913000,265100,-55389000,7663000,-22760000,6101000,-3200000,-24526000,-10399000,-12110000,142800000,-14690000,-52673000
2016/2/5,33167600,-105640000,-66210000,19030000,-6434000,166300000,-22100000,-86985000,-109550000,-283500000,-118160000,-366200000,102600000,-89350000,-220300000,-13290000,24500000,-55470000,-23825000,-20308000,-67300000,36150000,-14202000,59080000,-15167000,-109800000,-4280000,44800000,-383900000,-44820000,72600000,-94780000,-426692000,-2309800,-431350000,-6485000,-49900000,-1487000,-8380700,-30988000,-19893000,3780000,142500000,-28160000,-439617000
2016/2/6,44568010,-131410000,-90180000,17700000,-20525000,92750000,190600000,-111265000,-168650000,-277400000,-293880000,-589700000,97200000,-133960000,-260600000,-32692000,26800000,-67910000,-21183000,-11956000,-106510000,55680000,-10283000,57160000,-38153000,-131100000,-8800000,147200000,-771300000,-48900000,195700000,-173040000,-694160000,-6287060,-712050000,-14547000,-69950000,-2401000,-9185100,-34225000,-19055000,8990000,155000000,-33620000,-737240000
2016/2/7,38204090,-179560000,-88890000,27260000,-28883000,36270000,415500000,-113080000,-246730000,-305400000,-265200000,-765100000,112300000,-167480000,-318100000,-37762000,56900000,-82560000,-19401000,-13227000,-140730000,82930000,-6661000,69990000,-62099000,-183100000,14300000,303200000,-1000800000,-168140000,314900000,-232990000,-847770000,-8424650,-875570000,-16979000,-89500000,-5456000,-6472200,-36350000,-14840000,17840000,193700000,-39700000,-914910000
2016/2/8,23446700,-205280000,-69540000,39680000,-29376000,-44010000,502600000,-99050000,-327400000,-307000000,-268060000,-930300000,158500000,-179130000,-343700000,1314000,207100000,-73470000,-447000,-29045000,-167550000,117210000,677000,47930000,-79193000,-362100000,60000000,318500000,-1095000000,-209750000,664400000,-409350000,-804550000,-5838490,-836690000,-6779000,-85450000,-1354000,-4280200,-41714000,-3036000,6050000,233500000,-41410000,-885470000
2016/2/9,13027900,-222700000,-46050000,47070000,-25906000,-7510000,702400000,-58500000,-329500000,-338100000,-114500000,-1034800000,201100000,-175330000,-347900000,48078000,328600000,-55550000,13081000,-53076000,-185960000,153130000,9921000,-13120000,-87984000,-506200000,113900000,603100000,-1169700000,-416750000,1026700000,-553000000,-566920000,-3193700,-591880000,5780000,-69540000,6080000,-1236300,-23560000,9431000,-4130000,255800000,-38060000,-634840000
2016/2/10,4934900,-219630000,-21330000,49880000,-21031000,55440000,556600000,-35530000,-330300000,-393300000,-153660000,-759800000,272500000,-162310000,-337900000,19303000,258300000,-38660000,5918000,-21845000,-188930000,178850000,15689000,-4030000,-82951000,-396000000,166410000,558200000,-1111900000,-16900000,702000000,-343290000,-242410000,-1606900,-260130000,15985000,-52590000,13292000,-1170400,-19570000,17002000,-29180000,279200000,-27600000,-284330000
2016/2/11,-3621200,-261220000,-1900000,63580000,-22101000,363830000,834300000,12140000,-354300000,-718100000,16620000,-761500000,355600000,-185150000,-393900000,-15049000,336500000,-34950000,-754000,13790000,-217130000,214090000,18084000,56380000,-77345000,-464200000,208900000,1210800000,-1535600000,-69690000,673100000,-280220000,-1380000,343000,-1340000,24502000,-49240000,16213000,-365400,7100000,20167000,-18170000,355900000,-18460000,-950000
2016/2/12,-8146900,-200320000,-1550000,45460000,-9651000,176850000,694300000,19760000,-272900000,-439000000,-80550000,-752800000,345400000,-145320000,-309000000,11135000,438900000,-3450000,15393000,17295000,-162130000,188970000,15537000,-17950000,-49347000,-513600000,224830000,915000000,-1203800000,-33300000,971300000,-309150000,383130000,1460500,393270000,28917000,-13730000,18686000,-513400,-3030000,17469000,-43690000,305200000,-20460000,413670000
2016/2/13,-17947600,-157860000,19190000,43550000,-3101000,-106030000,433900000,21560000,-321300000,-198800000,-100310000,-694600000,373900000,-115000000,-254600000,45794000,452900000,12130000,19061000,-8937000,-135190000,168820000,14844000,-13660000,-34570000,-536400000,209100000,381900000,-718900000,126350000,1016400000,-320930000,542270000,3398700,562370000,35438000,4980000,21754000,-1151800,-16930000,21043000,-68950000,290900000,-6020000,600790000
2016/2/14,-35015200,-107490000,29060000,38660000,5053000,77190000,107500000,63620000,-169300000,-224500000,48880000,-554800000,360500000,-89710000,-194000000,34319000,354200000,27020000,11563000,3280000,-88730000,139980000,12229000,14040000,-2198000,-403000000,199960000,286400000,-267600000,-43840000,801100000,-123000000,719830000,5406680,744880000,38766000,23200000,19004000,1164700,-2580000,21688000,-61380000,271800000,3690000,788730000
2016/2/15,-50363000,-72320000,34220000,35370000,8711000,125940000,292300000,76260000,-125000000,-226300000,-112500000,-330900000,366600000,-71670000,-160200000,53824000,286900000,34670000,6442000,-13312000,-43810000,113010000,8729000,-12560000,23210000,-329800000,197530000,533300000,-614900000,303320000,585300000,-42600000,834900000,8752980,866610000,40516000,31410000,17460000,3625000,-11670000,24703000,-72480000,260400000,10420000,913460000
2016/2/16,-50346500,-67920000,32730000,37820000,12627000,216380000,107900000,79520000,-79700000,-273800000,-12550000,-230400000,336800000,-47000000,-152800000,68900000,228600000,27480000,12672000,-23515000,-17500000,81390000,8064000,7530000,27475000,-263700000,158450000,438400000,-380300000,226820000,433400000,3600000,785360000,8822640,816620000,39570000,25740000,18884000,5398300,-7480000,25596000,-66980000,236500000,11050000,855600000
2016/2/17,-27194800,-76340000,7890000,30610000,6211000,217550000,-2700000,33740000,-76300000,-282600000,-3720000,-233500000,245400000,-53950000,-155600000,47342000,136000000,1680000,9329000,-23162000,-20980000,53010000,5499000,26020000,13611000,-178300000,92520000,267100000,-277200000,104590000,263500000,-10800000,374209000,4065100,392073000,22700000,400000,13634000,2651000,-12840000,15336000,-44830000,188000000,1370000,410463000
2016/2/18,13073000,-95150000,-46940000,22260000,-6372000,191060000,11300000,-58320000,-109300000,-305300000,-107100000,-363800000,136300000,-90680000,-203700000,6250000,36300000,-36940000,-10039000,-22549000,-51860000,38480000,-13779000,53620000,-5968000,-111600000,22380000,136900000,-425900000,-16680000,119700000,-54100000,-253619000,-755700,-251323000,2410000,-35620000,5132000,-5599200,-31750000,-15579000,-5870000,162800000,-27210000,-253043000
2016/2/19,51716500,-125950000,-89910000,18710000,-20472000,133690000,203100000,-117740000,-152600000,-300500000,-197030000,-558500000,76900000,-133600000,-249500000,-25060000,-6400000,-67080000,-18017000,-11869000,-95190000,42690000,-15452000,65540000,-32103000,-91500000,-24540000,196300000,-708500000,-148540000,136900000,-129000000,-691520000,-4901600,-704490000,-14270000,-69530000,-4565000,-11179200,-30650000,-26593000,21060000,151600000,-39290000,-723430000
2016/2/20,52411421,-168680000,-97170000,21440000,-28640000,73940000,450800000,-120600000,-201700000,-295800000,-252270000,-703300000,87500000,-159700000,-298700000,-29813000,4900000,-77720000,-13959000,-14308000,-125220000,63450000,-8358000,71480000,-52246000,-122300000,-14300000,372800000,-1011200000,-185830000,227000000,-183500000,-836080000,-8184580,-860030000,-18840000,-84780000,-3467000,-9423000,-30010000,-20301000,20390000,166500000,-39410000,-893080000
2016/2/21,35629879,-169810000,-82110000,30920000,-30613000,62800000,411400000,-106320000,-257200000,-342400000,-90360000,-822300000,122200000,-171730000,-304800000,-13796000,84500000,-79290000,-6126000,-23034000,-142650000,85870000,-3676000,64150000,-64253000,-220500000,19500000,332300000,-858600000,-380090000,418700000,-272900000,-824410000,-8194850,-853170000,-14220000,-89180000,-3603000,-5808000,-33470000,-11542000,17110000,203300000,-40210000,-893570000
2016/2/22,18594600,-197000000,-58310000,34850000,-27038000,2850000,505400000,-77540000,-267500000,-289300000,-250980000,-845000000,153300000,-164890000,-314500000,24839000,200500000,-56520000,9053000,-37784000,-148800000,109740000,2125000,37040000,-66440000,-350200000,65690000,397800000,-1059700000,-199850000,656900000,-373700000,-637250000,-4840720,-663980000,-1850000,-69000000,1492000,-3432000,-32230000,-550000,2160000,212300000,-35570000,-702820000
2016/2/23,9547700,-193900000,-39340000,38680000,-22656000,-18320000,464400000,-50270000,-264600000,-257400000,-216630000,-683300000,212600000,-156150000,-317500000,82710000,263300000,-40290000,10580000,-84433000,-146470000,124620000,6597000,-5380000,-60120000,-451400000,99540000,374300000,-948500000,-6940000,685400000,-455800000,-388660000,-2212750,-405370000,7580000,-53390000,6737000,-1994000,-24890000,6732000,-12680000,243600000,-30230000,-435950000
2016/2/24,3144900,-176300000,-24050000,39380000,-17954000,-16910000,256300000,-28750000,-211200000,-198900000,-120990000,-784600000,239600000,-142890000,-290300000,8160000,235800000,-28850000,10980000,-2369000,-136100000,128800000,7043000,31900000,-49920000,-331100000,120190000,200800000,-580700000,-220720000,691800000,-245100000,-171200000,-1072200,-181220000,13240000,-40620000,9880000,-1519000,-18340000,8203000,-19860000,249000000,-23750000,-195250000
